date,close
2021-11-12,334.25
2021-11-15,322.58
2021-11-16,319.79
2021-11-17,325.85
2021-11-18,325.91
2021-11-19,333.14
2021-11-22,356.47
2021-11-23,351.47
2021-11-24,344.14
2021-11-25,341.47
2021-11-26,343.69
2021-11-29,355.8
2021-11-30,355.91
2021-12-01,351.47
2021-12-02,360.36
2021-12-03,359.8
2021-12-06,343.29
2021-12-07,327.58
2021-12-08,333.14
2021-12-09,330.25
2021-12-10,333.66
2021-12-13,343.89
2021-12-14,339.81
2021-12-15,338.69
2021-12-16,342.06
2021-12-17,339.91
2021-12-20,317.14
2021-12-21,313.73
2021-12-22,317.16
2021-12-23,323.73
2021-12-24,298.58
2021-12-27,299.58
2021-12-28,303.14
2021-12-29,297.89
2021-12-30,305.91
2021-12-31,304.8
2022-01-04,294.18
2022-01-05,282.3
2022-01-06,278.95
2022-01-07,278.08
2022-01-10,277.25
2022-01-11,276.3
2022-01-12,292.05
2022-01-13,292.03
2022-01-14,298.91
2022-01-17,315.28
2022-01-18,304.14
2022-01-19,294.8
2022-01-20,294.32
2022-01-21,294.52
2022-01-24,300.91
2022-01-25,292.36
2022-01-26,304.53
2022-01-27,297.58
2022-01-28,307.36
2022-02-07,300.05
2022-02-08,278.61
2022-02-09,282.14
2022-02-10,265.97
2022-02-11,250.35
2022-02-14,260.36
2022-02-15,270.91
2022-02-16,273.03
2022-02-17,275.36
2022-02-18,271.19
2022-02-21,261.47
2022-02-22,258.14
2022-02-23,266.47
2022-02-24,260.19
2022-02-25,271.91
2022-02-28,274.45
2022-03-01,276.01
2022-03-02,263.6
2022-03-03,263.13
2022-03-04,251.35
2022-03-07,230.85
2022-03-08,231.16
2022-03-09,241.18
2022-03-10,250.81
2022-03-11,252.33
2022-03-14,235.36
2022-03-15,235.47
2022-03-16,257.64
2022-03-17,269.53
2022-03-18,261.75
2022-03-21,267.03
2022-03-22,263.14
2022-03-23,264.41
2022-03-24,263.69
2022-03-25,257.06
2022-03-28,248.69
2022-03-29,248.64
2022-03-30,266.47
2022-03-31,262.75
2022-04-01,266.41
2022-04-06,260.45
2022-04-07,253.26
2022-04-08,253.14
2022-04-11,233.14
2022-04-12,240.36
2022-04-13,237.03
2022-04-14,233.58
2022-04-15,228.61
2022-04-18,228.69
2022-04-19,222.73
2022-04-20,204.25
2022-04-21,205.42
2022-04-22,208.88
2022-04-25,194.86
2022-04-26,187.58
2022-04-27,204.28
2022-04-28,193.41
2022-04-29,205.55
2022-05-05,187.03
2022-05-06,187.02
2022-05-09,182.86
2022-05-10,188.79
2022-05-11,205.78
2022-05-12,202.31
2022-05-13,208.58
2022-05-16,204.25
2022-05-17,212.89
2022-05-18,210.91
2022-05-19,210.91
2022-05-20,215.3
2022-05-23,209.64
2022-05-24,201.49
2022-05-25,199.79
2022-05-26,194.81
2022-05-27,197.25
2022-05-30,201.36
2022-05-31,204.8
2022-06-01,214.26
2022-06-02,220.8
2022-06-06,237.02
2022-06-07,233.14
2022-06-08,233.69
2022-06-09,217.78
2022-06-10,230.36
2022-06-13,224.26
2022-06-14,223.59
2022-06-15,236.84
2022-06-16,233.86
2022-06-17,248.17
2022-06-20,259.54
2022-06-21,260.28
2022-06-22,259.8
2022-06-23,276.45
2022-06-24,291.19
2022-06-27,283.14
2022-06-28,280.36
2022-06-29,273.99
2022-06-30,274.8
2022-07-01,268.49
2022-07-04,268.14
2022-07-05,269.18
2022-07-06,268.14
2022-07-07,283.69
2022-07-08,278.69
2022-07-11,266.19
2022-07-12,257.96
2022-07-13,277.58
2022-07-14,287.03
2022-07-15,274.25
2022-07-18,284.61
2022-07-19,269.59
2022-07-20,270.36
2022-07-21,267.58
2022-07-22,273.69
2022-07-25,268.0
2022-07-26,268.14
2022-07-27,264.36
2022-07-28,264.58
2022-07-29,260.69
2022-08-01,275.31
2022-08-02,269.18
2022-08-03,258.14
2022-08-04,256.41
2022-08-05,259.05
2022-08-08,256.75
2022-08-09,262.34
2022-08-10,258.13
2022-08-11,261.47
2022-08-12,257.03
2022-08-15,264.86
2022-08-16,269.14
2022-08-17,282.03
2022-08-18,280.8
2022-08-19,273.69
2022-08-22,284.54
2022-08-23,287.52
2022-08-24,269.25
2022-08-25,263.69
2022-08-26,259.68
2022-08-29,257.03
2022-08-30,251.19
2022-08-31,246.47
2022-09-01,237.88
2022-09-02,237.17
2022-09-05,238.34
2022-09-06,231.03
2022-09-07,241.43
2022-09-08,227.86
2022-09-09,229.37
2022-09-13,231.98
2022-09-14,219.41
2022-09-15,208.33
2022-09-16,205.91
2022-09-19,207.95
2022-09-20,212.03
2022-09-21,211.64
2022-09-22,208.69
2022-09-23,209.99
2022-09-26,216.28
2022-09-27,216.75
2022-09-28,210.05
2022-09-29,211.28
2022-09-30,201.22
2022-10-10,196.76
2022-10-11,209.78
2022-10-12,221.74
2022-10-13,218.5
2022-10-14,221.23
2022-10-17,217.03
2022-10-18,217.13
2022-10-19,218.13
2022-10-20,209.06
2022-10-21,207.94
2022-10-24,202.96
2022-10-25,201.67
2022-10-26,201.31
2022-10-27,195.33
2022-10-28,181.56
2022-10-31,185.66
2022-11-01,193.06
2022-11-02,196.0
2022-11-03,191.9
2022-11-04,203.17
2022-11-07,206.56
2022-11-08,206.17
2022-11-09,199.09
2022-11-10,192.56
2022-11-11,202.1
2022-11-14,193.6
2022-11-15,198.6
2022-11-16,191.87
2022-11-17,186.9
2022-11-18,190.05
2022-11-21,190.94
2022-11-22,186.83
2022-11-23,189.34
2022-11-24,187.73
2022-11-25,185.28
2022-11-28,184.23
2022-11-29,188.44
2022-11-30,192.39
2022-12-01,198.08
2022-12-02,196.21
2022-12-05,196.45
2022-12-06,200.73
2022-12-07,210.89
2022-12-08,212.09
2022-12-09,214.39
2022-12-12,208.69
2022-12-13,203.73
2022-12-14,202.0
2022-12-15,213.94
2022-12-16,210.73
2022-12-19,212.06
2022-12-20,206.01
2022-12-21,204.51
2022-12-22,201.83
2022-12-23,199.88
2022-12-26,202.9
2022-12-27,202.71
2022-12-28,197.39
2022-12-29,197.37
2022-12-30,197.07
2023-01-03,194.97
2023-01-04,191.84
2023-01-05,204.89
2023-01-06,209.98
2023-01-09,209.94
2023-01-10,218.5
2023-01-11,216.2
2023-01-12,219.33
2023-01-13,222.67
2023-01-16,226.63
2023-01-17,226.06
2023-01-18,227.67
2023-01-19,226.71
2023-01-20,229.61
2023-01-30,239.97
2023-01-31,236.94
2023-02-01,243.39
2023-02-02,237.44
2023-02-03,231.94
2023-02-06,228.83
2023-02-07,227.44
2023-02-08,226.95
2023-02-09,230.16
2023-02-10,226.25
2023-02-13,234.06
2023-02-14,229.08
2023-02-15,227.72
2023-02-16,224.72
2023-02-17,211.94
2023-02-20,212.09
2023-02-21,209.06
2023-02-22,205.98
2023-02-23,208.07
2023-02-24,203.72
2023-02-27,201.33
2023-02-28,202.89
2023-03-01,207.27
2023-03-02,201.17
2023-03-03,202.01
2023-03-06,205.4
2023-03-07,201.94
2023-03-08,199.46
2023-03-09,199.06
2023-03-10,203.94
2023-03-13,196.28
2023-03-14,193.63
2023-03-15,194.06
2023-03-16,192.45
2023-03-17,187.38
2023-03-20,189.58
2023-03-21,197.27
2023-03-22,200.28
2023-03-23,199.82
2023-03-24,197.16
2023-03-27,198.78
2023-03-28,196.61
2023-03-29,200.82
2023-03-30,200.78
2023-03-31,204.08
2023-04-03,200.01
2023-04-04,194.06
2023-04-06,194.07
2023-04-07,195.45
2023-04-10,201.84
2023-04-11,200.69
2023-04-12,196.28
2023-04-13,194.2
2023-04-14,199.22
2023-04-17,205.1
2023-04-18,205.72
2023-04-19,206.48
2023-04-20,198.5
2023-04-21,203.49
2023-04-24,198.99
2023-04-25,192.89
2023-04-26,204.4
2023-04-27,210.9
2023-04-28,210.75
2023-05-04,205.42
2023-05-05,206.9
2023-05-08,210.71
2023-05-09,205.73
2023-05-10,212.42
2023-05-11,220.3
2023-05-12,217.88
2023-05-15,218.19
2023-05-16,218.9
2023-05-17,219.9
2023-05-18,212.3
2023-05-19,209.9
2023-05-22,210.2
2023-05-23,205.32
2023-05-24,205.15
2023-05-25,203.99
2023-05-26,199.9
2023-05-29,196.96
2023-05-30,204.89
2023-05-31,201.07
2023-06-01,202.8
2023-06-02,208.34
2023-06-05,199.7
